RNA,Training_1,Training_2,Training_3,Training_4,Training_5,Training_6,Training_7,Training_8,Training_9,Training_10,Training_11,Training_12,Training_13,Training_14,Training_15,Training_16,Training_17,Training_18,Training_19,Training_20,Training_21,Training_22,Training_23,Training_24,Training_25,Training_26,Training_27,Training_28,Training_29,Training_30,Training_31,Training_32,Training_33,Training_34,Training_35,Training_36,Training_37,Training_38,Training_39,Training_40,Training_41,Training_42,Training_43,Training_44,Training_45,Training_46,Training_47,Training_48,Training_49,Training_50,Training_51,Training_52,Training_53,Training_54,Training_55,Training_56,Training_57,Training_58,Training_59,Training_60,Training_61,Training_62,Training_63,Training_64,Training_65,Training_66,Training_67,Training_68,Training_69,Training_70,Training_71,Training_72,Training_73,Training_74,Training_75,Training_76,Training_77,Training_78,Training_79,Training_80
Training_11,0.44944071769714355,0.44255122542381287,0.10135523974895477,0.4858093559741974,0.49962738156318665,0.13870546221733093,0.268949419260025,0.2220277488231659,0.481044739484787,0.49962738156318665,0.4346156120300293,0.4126385748386383,0.29584014415740967,0.49962738156318665,0.11023609340190887,0.4456675052642822,0.3744880259037018,0.47962912917137146,0.47933611273765564,0.09710513055324554,0.3568875193595886,0.418273001909256,0.485689252614975,0.022520791739225388,0.07640231400728226,0.5014601945877075,0.47794654965400696,0.23121929168701172,0.478525310754776,0.0589730367064476,0.32964980602264404,0.11180023849010468,0.14266708493232727,0.45762962102890015,0.4012906849384308,0.05324478819966316,0.05580063536763191,0.37366628646850586,0.37556904554367065,0.110456183552742,0.46003663539886475,0.49962738156318665,0.4510602355003357,0.08671203255653381,0.11783476918935776,0.22571063041687012,0.47199028730392456,0.25831541419029236,0.17062273621559143,0.28288495540618896,0.13441476225852966,0.5002353191375732,0.0507829412817955,0.4950718879699707,0.43337932229042053,0.39433255791664124,0.3176198899745941,0.4641682803630829,0.3549703359603882,0.2220630794763565,0.08847039937973022,0.34841060638427734,0.3287999629974365,0.2916499376296997,0.1541743129491806,0.49962738156318665,0.33370441198349,0.3828487992286682,0.06298500299453735,0.03328241780400276,0.26042965054512024,0.30802279710769653,0.1252366602420807,0.20283539593219757,0.22860895097255707,0.14879880845546722,0.4995054006576538,0.17615488171577454,0.31984037160873413,0.20226417481899261
Training_12,0.44944071769714355,0.44255122542381287,0.10135523974895477,0.4858093559741974,0.49962738156318665,0.13870546221733093,0.268949419260025,0.2220277488231659,0.481044739484787,0.49962738156318665,0.4346156120300293,0.4126385748386383,0.29584014415740967,0.49962738156318665,0.11023609340190887,0.4456675052642822,0.3744880259037018,0.47962912917137146,0.47933611273765564,0.09710513055324554,0.3568875193595886,0.418273001909256,0.485689252614975,0.022520791739225388,0.07640231400728226,0.5014601945877075,0.47794654965400696,0.23121929168701172,0.478525310754776,0.0589730367064476,0.32964980602264404,0.11180023849010468,0.14266708493232727,0.45762962102890015,0.4012906849384308,0.05324478819966316,0.05580063536763191,0.37366628646850586,0.37556904554367065,0.110456183552742,0.46003663539886475,0.49962738156318665,0.4510602355003357,0.08671203255653381,0.11783476918935776,0.22571063041687012,0.47199028730392456,0.25831541419029236,0.17062273621559143,0.28288495540618896,0.13441476225852966,0.5002353191375732,0.0507829412817955,0.4950718879699707,0.43337932229042053,0.39433255791664124,0.3176198899745941,0.4641682803630829,0.3549703359603882,0.2220630794763565,0.08847039937973022,0.34841060638427734,0.3287999629974365,0.2916499376296997,0.1541743129491806,0.49962738156318665,0.33370441198349,0.3828487992286682,0.06298500299453735,0.03328241780400276,0.26042965054512024,0.30802279710769653,0.1252366602420807,0.20283539593219757,0.22860895097255707,0.14879880845546722,0.4995054006576538,0.17615488171577454,0.31984037160873413,0.20226417481899261
Training_13,0.44951847195625305,0.4426431357860565,0.10138364881277084,0.4858853220939636,0.49962738156318665,0.1387888640165329,0.2691097557544708,0.2221217006444931,0.4811224043369293,0.49962738156318665,0.43469443917274475,0.41270121932029724,0.29590192437171936,0.49962738156318665,0.11029136925935745,0.44543200731277466,0.3745631277561188,0.47970259189605713,0.4794078767299652,0.09713126718997955,0.3569636940956116,0.4183715879917145,0.48575252294540405,0.022529903799295425,0.07643984258174896,0.501460075378418,0.4780285358428955,0.23127706348896027,0.4783383905887604,0.05900257080793381,0.3297293186187744,0.11185303330421448,0.14270509779453278,0.45737165212631226,0.4013640880584717,0.05325978621840477,0.05581631883978844,0.37374892830848694,0.37564533948898315,0.11048541963100433,0.4601116180419922,0.49962738156318665,0.45113494992256165,0.08674561232328415,0.11786910891532898,0.2257624864578247,0.4720594584941864,0.25837773084640503,0.17066682875156403,0.28294801712036133,0.13445094227790833,0.5002329349517822,0.05080701410770416,0.49513566493988037,0.433454304933548,0.3944091498851776,0.31768664717674255,0.464248389005661,0.35505273938179016,0.22211696207523346,0.08849537372589111,0.34847795963287354,0.32886919379234314,0.2917112410068512,0.1542149782180786,0.49962738156318665,0.33378440141677856,0.3829256296157837,0.0630025789141655,0.033292029052972794,0.2604922950267792,0.3080890476703644,0.12531337141990662,0.20288613438606262,0.22875306010246277,0.14883793890476227,0.49937066435813904,0.17619994282722473,0.31990861892700195,0.20233583450317383
Training_14,0.49475812911987305,0.4820373058319092,0.12175630033016205,0.49962738156318665,0.4722784459590912,0.1964837610721588,0.3527618944644928,0.2941614091396332,0.4941997528076172,0.4112359583377838,0.4881279766559601,0.46014949679374695,0.33912163972854614,0.4170111417770386,0.14745451509952545,0.26756471395492554,0.44040510058403015,0.4942655563354492,0.4925163984298706,0.12020663172006607,0.40333855152130127,0.46248140931129456,0.48358869552612305,0.029075447469949722,0.10642137378454208,0.42153212428092957,0.49962738156318665,0.26835429668426514,0.3155132532119751,0.08081275969743729,0.37489306926727295,0.15008342266082764,0.16756652295589447,0.29523664712905884,0.4490513503551483,0.0662730485200882,0.06699308753013611,0.4566393792629242,0.4234955906867981,0.1330706924200058,0.4617191553115845,0.3701147437095642,0.47311222553253174,0.1149882972240448,0.1512822061777115,0.29534149169921875,0.49962738156318665,0.2983397841453552,0.2105177789926529,0.32247403264045715,0.15957005321979523,0.40619826316833496,0.0691147968173027,0.4759366512298584,0.4753422439098358,0.4456543028354645,0.3886529207229614,0.4698450565338135,0.40232738852500916,0.2621575891971588,0.11898813396692276,0.39537313580513,0.3732967674732208,0.35247910022735596,0.18071843683719635,0.3566211462020874,0.37743431329727173,0.43279385566711426,0.07659156620502472,0.041387300938367844,0.2992573082447052,0.3522222936153412,0.17496511340141296,0.23582328855991364,0.30285558104515076,0.18605896830558777,0.35119032859802246,0.20523476600646973,0.36352959275245667,0.263904333114624
Training_15,0.04192157834768295,0.056566569954156876,0.4990808069705963,0.04461062327027321,0.030799033120274544,0.49002358317375183,0.1290072500705719,0.2191140055656433,0.041908059269189835,0.02485818974673748,0.045565348118543625,0.08412515372037888,0.11751887202262878,0.025813518092036247,0.49962738156318665,0.01299408171325922,0.0622287355363369,0.04000356048345566,0.03756709769368172,0.49962738156318665,0.08805160224437714,0.036668192595243454,0.033556267619132996,0.49962738156318665,0.49962738156318665,0.027940895408391953,0.04522461071610451,0.1793719381093979,0.016182977706193924,0.4974995255470276,0.08130615204572678,0.4620814323425293,0.4093593955039978,0.014872848056256771,0.048706091940402985,0.49962738156318665,0.49962738156318665,0.06068290024995804,0.08436103910207748,0.49962738156318665,0.031023714691400528,0.022800369188189507,0.03329527750611305,0.49962738156318665,0.4577042758464813,0.21044114232063293,0.05243905261158943,0.1289621889591217,0.4125083088874817,0.229106605052948,0.46182873845100403,0.024275120347738266,0.49962738156318665,0.03587176278233528,0.05628100410103798,0.05609710142016411,0.09293606132268906,0.030907273292541504,0.06777621805667877,0.2890211343765259,0.49962738156318665,0.08532468229532242,0.15234477818012238,0.09830126911401749,0.4646299183368683,0.01952403411269188,0.08722125738859177,0.07074461877346039,0.49962738156318665,0.49962738156318665,0.21778635680675507,0.162386953830719,0.49962738156318665,0.2686071991920471,0.20646657049655914,0.4446250796318054,0.020933033898472786,0.49962738156318665,0.171647310256958,0.3598778545856476
Training_16,0.44944071769714355,0.44255122542381287,0.10135523974895477,0.4858093559741974,0.49962738156318665,0.13870546221733093,0.268949419260025,0.2220277488231659,0.481044739484787,0.49962738156318665,0.4346156120300293,0.4126385748386383,0.29584014415740967,0.49962738156318665,0.11023609340190887,0.4456675052642822,0.3744880259037018,0.47962912917137146,0.47933611273765564,0.09710513055324554,0.3568875193595886,0.418273001909256,0.485689252614975,0.022520791739225388,0.07640231400728226,0.5014601945877075,0.47794654965400696,0.23121929168701172,0.478525310754776,0.0589730367064476,0.32964980602264404,0.11180023849010468,0.14266708493232727,0.45762962102890015,0.4012906849384308,0.05324478819966316,0.05580063536763191,0.37366628646850586,0.37556904554367065,0.110456183552742,0.46003663539886475,0.49962738156318665,0.4510602355003357,0.08671203255653381,0.11783476918935776,0.22571063041687012,0.47199028730392456,0.25831541419029236,0.17062273621559143,0.28288495540618896,0.13441476225852966,0.5002353191375732,0.0507829412817955,0.4950718879699707,0.43337932229042053,0.39433255791664124,0.3176198899745941,0.4641682803630829,0.3549703359603882,0.2220630794763565,0.08847039937973022,0.34841060638427734,0.3287999629974365,0.2916499376296997,0.1541743129491806,0.49962738156318665,0.33370441198349,0.3828487992286682,0.06298500299453735,0.03328241780400276,0.26042965054512024,0.30802279710769653,0.1252366602420807,0.20283539593219757,0.22860895097255707,0.14879880845546722,0.4995054006576538,0.17615488171577454,0.31984037160873413,0.20226417481899261
Training_17,0.44944071769714355,0.44255122542381287,0.10135523974895477,0.4858093559741974,0.49962738156318665,0.13870546221733093,0.268949419260025,0.2220277488231659,0.481044739484787,0.49962738156318665,0.4346156120300293,0.4126385748386383,0.29584014415740967,0.49962738156318665,0.11023609340190887,0.4456675052642822,0.3744880259037018,0.47962912917137146,0.47933611273765564,0.09710513055324554,0.3568875193595886,0.418273001909256,0.485689252614975,0.022520791739225388,0.07640231400728226,0.5014601945877075,0.47794654965400696,0.23121929168701172,0.478525310754776,0.0589730367064476,0.32964980602264404,0.11180023849010468,0.14266708493232727,0.45762962102890015,0.4012906849384308,0.05324478819966316,0.05580063536763191,0.37366628646850586,0.37556904554367065,0.110456183552742,0.46003663539886475,0.49962738156318665,0.4510602355003357,0.08671203255653381,0.11783476918935776,0.22571063041687012,0.47199028730392456,0.25831541419029236,0.17062273621559143,0.28288495540618896,0.13441476225852966,0.5002353191375732,0.0507829412817955,0.4950718879699707,0.43337932229042053,0.39433255791664124,0.3176198899745941,0.4641682803630829,0.3549703359603882,0.2220630794763565,0.08847039937973022,0.34841060638427734,0.3287999629974365,0.2916499376296997,0.1541743129491806,0.49962738156318665,0.33370441198349,0.3828487992286682,0.06298500299453735,0.03328241780400276,0.26042965054512024,0.30802279710769653,0.1252366602420807,0.20283539593219757,0.22860895097255707,0.14879880845546722,0.4995054006576538,0.17615488171577454,0.31984037160873413,0.20226417481899261
Training_18,0.44944071769714355,0.44255122542381287,0.10135523974895477,0.4858093559741974,0.49962738156318665,0.13870546221733093,0.268949419260025,0.2220277488231659,0.481044739484787,0.49962738156318665,0.4346156120300293,0.4126385748386383,0.29584014415740967,0.49962738156318665,0.11023609340190887,0.4456675052642822,0.3744880259037018,0.47962912917137146,0.47933611273765564,0.09710513055324554,0.3568875193595886,0.418273001909256,0.485689252614975,0.022520791739225388,0.07640231400728226,0.5014601945877075,0.47794654965400696,0.23121929168701172,0.478525310754776,0.0589730367064476,0.32964980602264404,0.11180023849010468,0.14266708493232727,0.45762962102890015,0.4012906849384308,0.05324478819966316,0.05580063536763191,0.37366628646850586,0.37556904554367065,0.110456183552742,0.46003663539886475,0.49962738156318665,0.4510602355003357,0.08671203255653381,0.11783476918935776,0.22571063041687012,0.47199028730392456,0.25831541419029236,0.17062273621559143,0.28288495540618896,0.13441476225852966,0.5002353191375732,0.0507829412817955,0.4950718879699707,0.43337932229042053,0.39433255791664124,0.3176198899745941,0.4641682803630829,0.3549703359603882,0.2220630794763565,0.08847039937973022,0.34841060638427734,0.3287999629974365,0.2916499376296997,0.1541743129491806,0.49962738156318665,0.33370441198349,0.3828487992286682,0.06298500299453735,0.03328241780400276,0.26042965054512024,0.30802279710769653,0.1252366602420807,0.20283539593219757,0.22860895097255707,0.14879880845546722,0.4995054006576538,0.17615488171577454,0.31984037160873413,0.20226417481899261
Training_19,0.44944071769714355,0.44255122542381287,0.10135523974895477,0.4858093559741974,0.49962738156318665,0.13870546221733093,0.268949419260025,0.2220277488231659,0.481044739484787,0.49962738156318665,0.4346156120300293,0.4126385748386383,0.29584014415740967,0.49962738156318665,0.11023609340190887,0.4456675052642822,0.3744880259037018,0.47962912917137146,0.47933611273765564,0.09710513055324554,0.3568875193595886,0.418273001909256,0.485689252614975,0.022520791739225388,0.07640231400728226,0.5014601945877075,0.47794654965400696,0.23121929168701172,0.478525310754776,0.0589730367064476,0.32964980602264404,0.11180023849010468,0.14266708493232727,0.45762962102890015,0.4012906849384308,0.05324478819966316,0.05580063536763191,0.37366628646850586,0.37556904554367065,0.110456183552742,0.46003663539886475,0.49962738156318665,0.4510602355003357,0.08671203255653381,0.11783476918935776,0.22571063041687012,0.47199028730392456,0.25831541419029236,0.17062273621559143,0.28288495540618896,0.13441476225852966,0.5002353191375732,0.0507829412817955,0.4950718879699707,0.43337932229042053,0.39433255791664124,0.3176198899745941,0.4641682803630829,0.3549703359603882,0.2220630794763565,0.08847039937973022,0.34841060638427734,0.3287999629974365,0.2916499376296997,0.1541743129491806,0.49962738156318665,0.33370441198349,0.3828487992286682,0.06298500299453735,0.03328241780400276,0.26042965054512024,0.30802279710769653,0.1252366602420807,0.20283539593219757,0.22860895097255707,0.14879880845546722,0.4995054006576538,0.17615488171577454,0.31984037160873413,0.20226417481899261
Training_20,0.02733560837805271,0.03678104281425476,0.43763843178749084,0.028810158371925354,0.020109642297029495,0.41467729210853577,0.08146819472312927,0.14136362075805664,0.026986241340637207,0.016189392656087875,0.029580071568489075,0.0537450909614563,0.07451865822076797,0.01681136153638363,0.45532599091529846,0.008232507854700089,0.03999326750636101,0.02569688856601715,0.0243285670876503,0.4960004687309265,0.058065760880708694,0.02378915809094906,0.021995948627591133,0.49962738156318665,0.4457895755767822,0.017830457538366318,0.029104193672537804,0.1135367825627327,0.01019652932882309,0.45899543166160583,0.053173501044511795,0.3922327756881714,0.2919757664203644,0.009441675618290901,0.03196289762854576,0.49962738156318665,0.49962738156318665,0.039079491049051285,0.05522482097148895,0.4794124662876129,0.020027363672852516,0.014876732602715492,0.02155574969947338,0.4667271375656128,0.3883719742298126,0.13438019156455994,0.034109439700841904,0.08032835274934769,0.28942373394966125,0.15030507743358612,0.3462199568748474,0.01567225158214569,0.49962738156318665,0.022976111620664597,0.036777954548597336,0.03686052933335304,0.058793362230062485,0.019555529579520226,0.044690754264593124,0.19195665419101715,0.44505977630615234,0.05492037162184715,0.09665698558092117,0.06257081776857376,0.3423680067062378,0.012300601229071617,0.057197198271751404,0.04612185060977936,0.49962738156318665,0.49962738156318665,0.14232929050922394,0.1030915379524231,0.4763733148574829,0.1787663996219635,0.13156747817993164,0.34936362504959106,0.013422382064163685,0.44582340121269226,0.11034861207008362,0.24506253004074097
Training_21,0.03717580810189247,0.05089639127254486,0.4678231477737427,0.0399915836751461,0.027420613914728165,0.44068077206611633,0.10818053781986237,0.19034120440483093,0.03748678043484688,0.022107305005192757,0.04019484668970108,0.07383263111114502,0.10162578523159027,0.023006172850728035,0.48178040981292725,0.011361543089151382,0.053957968950271606,0.035728566348552704,0.033548157662153244,0.49961864948272705,0.07966455072164536,0.03308994323015213,0.02995735965669155,0.49962738156318665,0.4669574201107025,0.024891823530197144,0.040395017713308334,0.1542077660560608,0.01406145840883255,0.47517165541648865,0.0730927437543869,0.41759631037712097,0.37170299887657166,0.013024253770709038,0.043977122753858566,0.49962738156318665,0.49962738156318665,0.05274264141917229,0.07586085796356201,0.4965304434299469,0.027584737166762352,0.02032472752034664,0.029612185433506966,0.4885607659816742,0.4136558175086975,0.1814495027065277,0.047249823808670044,0.10985399037599564,0.36800527572631836,0.20240658521652222,0.42068949341773987,0.021622683852910995,0.49962738156318665,0.032008882611989975,0.05089087784290314,0.04996558651328087,0.07918217778205872,0.02735256962478161,0.06164731830358505,0.25271087884902954,0.47143399715423584,0.07532793283462524,0.1330695003271103,0.0838790088891983,0.42725610733032227,0.01694941706955433,0.07845406234264374,0.06358527392148972,0.49962738156318665,0.49962738156318665,0.1921076476573944,0.14155349135398865,0.4938740134239197,0.23797059059143066,0.17789916694164276,0.3992173969745636,0.01862289570271969,0.4776209592819214,0.15036305785179138,0.3011516034603119
Training_22,0.4383906126022339,0.47103458642959595,0.14633095264434814,0.41868194937705994,0.37173721194267273,0.23717954754829407,0.3986107110977173,0.3355436623096466,0.40721365809440613,0.3111426830291748,0.45581331849098206,0.49025240540504456,0.38504624366760254,0.3139702379703522,0.1803583800792694,0.19904771447181702,0.48599448800086975,0.3984804153442383,0.402998685836792,0.14142420887947083,0.43864190578460693,0.40343865752220154,0.3763354420661926,0.03565226122736931,0.13153982162475586,0.31806549429893494,0.42180192470550537,0.30028772354125977,0.23560550808906555,0.09910587221384048,0.41028979420661926,0.18096978962421417,0.1897580325603485,0.22293445467948914,0.46816936135292053,0.08157750964164734,0.08026482164859772,0.4893338978290558,0.46179908514022827,0.15599994361400604,0.35717281699180603,0.27756062150001526,0.3737519383430481,0.13984057307243347,0.182362362742424,0.3366018831729889,0.4657015800476074,0.33281752467155457,0.24526286125183105,0.35725441575050354,0.18628524243831635,0.3046804368495941,0.08520704507827759,0.36977657675743103,0.4823126792907715,0.48116493225097656,0.4361399710178375,0.3655802011489868,0.43577346205711365,0.2965344190597534,0.1465199589729309,0.4425981640815735,0.4078492820262909,0.3997235894203186,0.20546233654022217,0.26428350806236267,0.41372114419937134,0.47254395484924316,0.09074731171131134,0.05050300061702728,0.3304348587989807,0.39001867175102234,0.2154337614774704,0.2642146944999695,0.344626247882843,0.21700263023376465,0.2638871669769287,0.23060651123523712,0.39809173345565796,0.31325021386146545
Training_23,0.4498080909252167,0.4429048001766205,0.10148446261882782,0.486064612865448,0.49962738156318665,0.1389506757259369,0.26933929324150085,0.2222936898469925,0.4813706874847412,0.49962738156318665,0.43497565388679504,0.41295427083969116,0.2961292564868927,0.49962738156318665,0.11040140688419342,0.44514501094818115,0.37483131885528564,0.47996413707733154,0.47968167066574097,0.0972275659441948,0.3572062849998474,0.418633371591568,0.485991507768631,0.022555507719516754,0.0765722393989563,0.5014945268630981,0.4782234728336334,0.23147380352020264,0.47801974415779114,0.059106677770614624,0.3299505114555359,0.11203932017087936,0.14284048974514008,0.45711565017700195,0.4016350507736206,0.0533151738345623,0.05587420612573624,0.37405925989151,0.37590476870536804,0.11059334874153137,0.4603556990623474,0.49962738156318665,0.4513782262802124,0.08683843165636063,0.1180015578866005,0.22595323622226715,0.4722517728805542,0.2585897147655487,0.17082343995571136,0.28317248821258545,0.13457971811294556,0.5002498626708984,0.050888966768980026,0.49529480934143066,0.43373119831085205,0.39468255639076233,0.3179217278957367,0.4644879996776581,0.35528191924095154,0.22230806946754456,0.08858465403318405,0.34872567653656006,0.3291148245334625,0.2919366657733917,0.15435928106307983,0.49962738156318665,0.3340069353580475,0.38318702578544617,0.06306741386651993,0.033327367156744,0.26070547103881836,0.3083248734474182,0.12546168267726898,0.2030661255121231,0.22896072268486023,0.14897823333740234,0.4991777241230011,0.1763605773448944,0.3201507329940796,0.20255857706069946
Training_24,0.035366300493478775,0.048735376447439194,0.4545504152774811,0.03825787454843521,0.02606131322681904,0.4218316376209259,0.1007428765296936,0.1786012053489685,0.0358579158782959,0.021005714312195778,0.03824421763420105,0.07080768793821335,0.09647922962903976,0.02194562926888466,0.4626272916793823,0.010646089911460876,0.050021443516016006,0.03410199657082558,0.03202936425805092,0.4970583915710449,0.07638932764530182,0.03165975585579872,0.028551578521728516,0.49962738156318665,0.450193852186203,0.023746471852064133,0.038644514977931976,0.14760756492614746,0.013178273104131222,0.4668189585208893,0.07006806880235672,0.40469735860824585,0.35981544852256775,0.012257983908057213,0.042096830904483795,0.49962738156318665,0.49962738156318665,0.0488806813955307,0.07272108644247055,0.4900531768798828,0.026333048939704895,0.01931021362543106,0.02828243374824524,0.47786465287208557,0.40079477429389954,0.1701240986585617,0.0452362522482872,0.10443325340747833,0.34862926602363586,0.19425933063030243,0.4092708230018616,0.020624561235308647,0.49962738156318665,0.030566800385713577,0.048731330782175064,0.047744009643793106,0.07396146655082703,0.0260310061275959,0.05905824899673462,0.23969292640686035,0.4523332118988037,0.07220849394798279,0.12727263569831848,0.07834736257791519,0.4152180254459381,0.015887757763266563,0.07526856660842896,0.060920070856809616,0.49962738156318665,0.49962738156318665,0.18452775478363037,0.13543975353240967,0.47831106185913086,0.22880250215530396,0.16667874157428741,0.38384848833084106,0.017760731279850006,0.46462282538414,0.14398600161075592,0.2808067798614502
Training_25,0.08410836011171341,0.11623506247997284,0.49962738156318665,0.09183371067047119,0.062349386513233185,0.49250873923301697,0.2024194896221161,0.3225581645965576,0.08660627901554108,0.04952338710427284,0.09161777049303055,0.17165474593639374,0.22684906423091888,0.05291081592440605,0.49962738156318665,0.022549329325556755,0.12075367569923401,0.08202905207872391,0.07687763124704361,0.49962738156318665,0.1774759590625763,0.07748871296644211,0.06957659870386124,0.49962738156318665,0.49962738156318665,0.05720056965947151,0.09300287067890167,0.3254210352897644,0.028455253690481186,0.49962738156318665,0.16643564403057098,0.47543880343437195,0.4968685507774353,0.027073541656136513,0.10199131816625595,0.49962738156318665,0.49962738156318665,0.11443743109703064,0.17183269560337067,0.49962738156318665,0.06447474658489227,0.046366747468709946,0.06887923926115036,0.49962738156318665,0.4796311557292938,0.3198503255844116,0.10851292312145233,0.2450842410326004,0.46759480237960815,0.4013763964176178,0.4916934072971344,0.049850717186927795,0.49962738156318665,0.0738513171672821,0.11616940796375275,0.11429236829280853,0.1765540987253189,0.06364346295595169,0.14015062153339386,0.4346407353878021,0.49962738156318665,0.17042437195777893,0.2884962856769562,0.18554487824440002,0.49962738156318665,0.034413598477840424,0.17717838287353516,0.14388839900493622,0.49962738156318665,0.49962738156318665,0.38580408692359924,0.30412328243255615,0.49962738156318665,0.4373936653137207,0.31292715668678284,0.45978817343711853,0.043034374713897705,0.49962738156318665,0.3185664415359497,0.37319451570510864
Training_26,0.4498119652271271,0.4429084360599518,0.10148576647043228,0.4860672652721405,0.49962738156318665,0.13895322382450104,0.2693433165550232,0.22229641675949097,0.48137399554252625,0.49962738156318665,0.4349793791770935,0.4129575490951538,0.29613226652145386,0.49962738156318665,0.11040311306715012,0.445139616727829,0.3748348653316498,0.47996756434440613,0.47968530654907227,0.09722882509231567,0.35720962285995483,0.41863709688186646,0.4859946668148041,0.022555867210030556,0.07657399773597717,0.5014948844909668,0.47822630405426025,0.23147641122341156,0.4780144691467285,0.059108056128025055,0.3299536108970642,0.11204178631305695,0.14284229278564453,0.45711028575897217,0.40163862705230713,0.0533158965408802,0.05587497353553772,0.3740634322166443,0.3759082555770874,0.11059480160474777,0.46035897731781006,0.49962738156318665,0.45138153433799744,0.08683975785970688,0.11800333857536316,0.22595572471618652,0.4722544848918915,0.2585925757884979,0.1708255261182785,0.2831754684448242,0.13458140194416046,0.500249981880188,0.05089006572961807,0.49529707431793213,0.4337348937988281,0.39468619227409363,0.3179248869419098,0.4644910395145416,0.3552851676940918,0.2223106324672699,0.08858586847782135,0.3487289547920227,0.3291180729866028,0.2919396758079529,0.15436120331287384,0.49962738156318665,0.3340100944042206,0.3831905424594879,0.06306828558444977,0.0333278514444828,0.2607083022594452,0.3083280324935913,0.12546402215957642,0.20306852459907532,0.22896437346935272,0.14898008108139038,0.4991743564605713,0.17636273801326752,0.32015395164489746,0.202561616897583
Training_27,0.4497647285461426,0.4428630769252777,0.10146919637918472,0.48603448271751404,0.49962738156318665,0.13892167806625366,0.26929324865341187,0.22226226329803467,0.4813321828842163,0.49962738156318665,0.4349331557750702,0.41291701793670654,0.2960951328277588,0.49962738156318665,0.11038189381361008,0.4452067017555237,0.3747907876968384,0.47992461919784546,0.4796408712863922,0.09721311181783676,0.35716864466667175,0.41859084367752075,0.4859558045864105,0.022551413625478745,0.07655215263366699,0.5014904737472534,0.4781907796859741,0.23144371807575226,0.47807934880256653,0.05909087136387825,0.32991498708724976,0.11201106011867523,0.14282000064849854,0.4571763277053833,0.4015944004058838,0.05330684781074524,0.05586552992463112,0.3740122616291046,0.3758651614189148,0.11057717353105545,0.46031805872917175,0.49962738156318665,0.4513406753540039,0.08682351559400558,0.11798185110092163,0.2259245663881302,0.4722210168838501,0.2585573196411133,0.17079973220825195,0.28313854336738586,0.134560227394104,0.5002481341362,0.0508764386177063,0.49526849389076233,0.433689683675766,0.394641250371933,0.3178861141204834,0.4644531309604645,0.3552451431751251,0.2222791463136673,0.08857117593288422,0.3486884832382202,0.3290776312351227,0.2919028103351593,0.15433743596076965,0.49962738156318665,0.333971232175827,0.38314709067344666,0.06305769085884094,0.03332207351922989,0.26067283749580383,0.30828922986984253,0.12543509900569916,0.20303884148597717,0.22891917824745178,0.1489570140838623,0.4992164671421051,0.17633627355098724,0.3201140761375427,0.20252378284931183
Training_28,0.08442087471485138,0.11615364998579025,0.49962738156318665,0.09176759421825409,0.06283710896968842,0.4938993453979492,0.207547128200531,0.32947200536727905,0.08654358983039856,0.04941663518548012,0.09215889126062393,0.17164236307144165,0.22922693192958832,0.05279717221856117,0.4995875060558319,0.022379418835043907,0.12226181477308273,0.08196935802698135,0.0769757553935051,0.49962738156318665,0.1775539219379425,0.07743208110332489,0.06952530145645142,0.49962738156318665,0.49962738156318665,0.05707826465368271,0.09293601661920547,0.32722172141075134,0.028618628159165382,0.49962738156318665,0.16642358899116516,0.47499433159828186,0.49598708748817444,0.02722921036183834,0.10204024612903595,0.49962738156318665,0.49962738156318665,0.11581353843212128,0.17182034254074097,0.49962738156318665,0.0644269660115242,0.04626646637916565,0.06882842630147934,0.49962738156318665,0.47586125135421753,0.32664212584495544,0.10838042199611664,0.246989905834198,0.469018816947937,0.4013555943965912,0.48806095123291016,0.04974331706762314,0.49962738156318665,0.07379712909460068,0.11608804762363434,0.11444360017776489,0.17852653563022614,0.06441067904233932,0.1401401311159134,0.4324174225330353,0.49962738156318665,0.17065754532814026,0.2884784936904907,0.18759489059448242,0.49962738156318665,0.034609969705343246,0.1771657019853592,0.14387768507003784,0.49962738156318665,0.49962738156318665,0.3857835829257965,0.3042025566101074,0.49962738156318665,0.4350118339061737,0.3197319805622101,0.4600352346897125,0.042940977960824966,0.49962738156318665,0.3185476064682007,0.3742176592350006
